ER5001,ER5002,ER5006,ER5013,ER5031,ER5032,ER6814,ER6993,ER72001,ER72002,ER72017,ER72024,ER72030,ER72031,ER76897,ER77448
,,,,,,,,1,807,35,2,5,0,1,38000
,,,,,,,,1,698,32,1,1,230000,1,243500
,,,,,,,,1,659,29,2,1,36000,1,72417
,,,,,,,,1,726,28,2,1,150000,1,96200
6,296,42,1,1,38000,1,31400,1,635,66,1,1,150000,1,88278
6,304,39,1,1,80000,1,36797,,,,,,,,
6,298,38,1,1,25000,1,22500,1,1310,62,1,1,120000,1,68000
,,,,,,,,1,1088,51,1,1,105000,1,72800
,,,,,,,,1,682,37,1,1,130000,1,62120
,,,,,,,,1,703,41,1,1,145000,1,123084
,,,,,,,,1,1158,39,1,1,715000,1,210002
,,,,,,,,1,174,28,1,1,250000,1,67500
,,,,,,,,1,58,27,2,5,0,1,55000
6,753,72,1,1,40000,1,10951,,,,,,,,
6,756,40,1,1,95000,1,11800,1,2045,65,1,1,195000,1,150807
6,1150,37,1,1,108000,1,83875,1,2000,61,1,1,9999999,1,89240
6,755,30,2,5,0,1,27151,,,,,,,,
,,,,,,,,1,2665,40,2,5,0,1,57202
,,,,,,,,1,1599,35,1,1,340000,1,237000
,,,,,,,,1,2023,32,2,1,90000,1,55000
,,,,,,,,1,2226,30,2,5,0,1,61000
,,,,,,,,1,1779,28,1,1,155000,1,123020
,,,,,,,,1,1764,25,2,5,0,1,10789
6,1149,49,1,1,120000,1,121104,1,2364,73,1,1,235000,1,136980
6,754,51,1,5,0,1,53999,,,,,,,,
6,3912,48,1,5,0,1,86702,1,2269,72,1,1,170000,1,73305
6,8962,79,3,5,0,1,9388,,,,,,,,
6,2062,81,1,1,60000,1,13800,,,,,,,,
6,3218,81,1,1,15000,1,12568,,,,,,,,
6,6046,36,1,5,0,1,32723,,,,,,,,
6,2928,38,1,1,175000,1,68001,,,,,,,,
6,3334,77,3,5,0,1,11676,,,,,,,,
6,6365,44,5,5,0,1,25000,1,2900,67,4,5,0,1,36000
,,,,,,,,1,3236,33,2,5,0,1,96000
,,,,,,,,1,2940,31,2,5,0,1,52000
6,6412,34,5,5,0,1,9524,,,,,,,,
,,,,,,,,1,3303,30,2,5,0,1,21888
,,,,,,,,1,3050,30,2,5,0,1,50000
6,549,75,3,1,120000,1,10800,,,,,,,,
6,1949,37,1,1,7000,1,39020,1,2325,61,1,1,280000,1,119255
6,563,52,1,1,120000,1,39713,1,1489,76,4,5,0,1,28480
,,,,,,,,1,1483,30,2,1,250000,1,240100
,,,,,,,,1,2373,33,1,1,200000,1,176100
6,2668,71,2,1,300000,1,11245,,,,,,,,
6,757,74,3,1,65000,1,13800,,,,,,,,
6,2929,48,4,1,81000,1,150805,1,5338,72,4,1,140000,1,100050
,,,,,,,,1,9558,41,2,1,100000,1,17500
,,,,,,,,1,2434,80,4,5,0,1,30600
6,51,32,1,1,75000,1,42000,,,,,,,,
6,58,48,1,1,150000,1,18500,,,,,,,,
6,6413,35,2,5,0,1,21000,1,4059,59,2,5,0,1,36650
,,,,,,,,1,4446,42,4,1,140000,1,48450
6,1151,38,1,1,115000,1,56396,1,4057,62,1,1,140000,1,53692
,,,,,,,,1,4135,30,2,1,130000,1,69967
,,,,,,,,1,3375,40,1,1,185000,1,71016
,,,,,,,,1,2909,37,2,1,400000,1,121450
6,1740,45,1,1,150000,1,63002,1,3242,70,1,1,190000,1,53592
6,1152,85,3,5,0,1,47201,,,,,,,,
6,6867,55,1,1,180000,1,228655,,,,,,,,
6,1904,34,5,1,80000,1,40216,,,,,,,,
6,2881,29,5,5,0,1,6250,,,,,,,,
,,,,,,,,1,3976,37,1,1,400000,1,75000
,,,,,,,,1,9117,39,1,5,0,1,58200
,,,,,,,,1,7323,33,1,1,450000,1,195000
,,,,,,,,1,7097,30,1,1,350000,1,49800
6,2884,46,1,1,200000,1,13621,1,4619,70,1,5,0,1,32406
,,,,,,,,1,7250,28,1,5,0,1,36545
,,,,,,,,1,5093,88,3,1,280000,1,20000
6,3456,36,1,1,250000,1,102902,,,,,,,,
6,2930,46,1,1,210000,1,209486,,,,,,,,
6,2669,69,1,1,130000,1,45483,,,,,,,,
6,3457,67,1,1,160000,1,75801,,,,,,,,
,,,,,,,,1,1467,85,3,1,145000,1,49425
6,1153,37,4,5,0,1,3216,1,1824,61,4,5,0,1,9000
6,8637,36,1,1,185000,1,63651,1,1939,60,1,1,500000,1,113920
,,,,,,,,1,1386,39,1,1,300000,1,62500
,,,,,,,,1,2289,36,4,1,140000,1,16436
,,,,,,,,1,2621,34,1,1,220000,1,85000
6,8638,34,1,1,140000,1,88602,1,2694,58,3,1,400000,1,81950
6,1154,41,4,5,0,1,91302,,,,,,,,
,,,,,,,,1,1397,47,4,5,0,7,54220
,,,,,,,,1,1486,38,1,5,0,1,111000
,,,,,,,,1,1430,45,1,5,0,1,47310
,,,,,,,,1,2237,32,2,5,0,1,116100
6,1819,65,1,1,225000,1,28998,,,,,,,,
6,1818,41,1,1,235000,1,118196,1,2047,65,4,1,375000,1,263000
,,,,,,,,1,2518,44,1,5,0,1,306000
,,,,,,,,1,2056,26,2,5,0,1,47050
6,1820,35,1,1,200000,1,73541,1,2065,59,1,1,775000,1,301100
6,1814,44,1,1,275000,1,249608,1,1792,68,1,1,1200000,1,240300
6,3403,78,3,1,50000,1,31783,,,,,,,,
6,91,65,3,5,0,1,8370,,,,,,,,
6,4710,43,1,1,60000,1,50359,1,1860,67,4,5,0,1,65847
,,,,,,,,1,2350,33,2,5,0,1,6600
6,102,38,4,1,60000,1,12458,,,,,,,,
6,17,86,2,1,50000,1,6000,,,,,,,,
6,2404,54,1,1,135000,1,82807,1,2569,78,1,1,300000,1,88400
6,2405,28,2,1,175000,1,95301,1,2119,52,1,1,1100000,1,776200
6,2572,82,1,1,175000,1,17968,,,,,,,,
,,,,,,,,1,383,70,3,1,200000,1,32579
6,3775,57,1,1,96000,1,52820,,,,,,,,
6,265,73,1,1,65000,3,22613,,,,,,,,
6,4103,41,4,5,0,3,40001,1,1232,65,1,1,200000,3,75984
6,1747,40,4,1,150000,1,18001,,,,,,,,
,,,,,,,,1,753,36,1,1,400000,1,153050
6,7287,50,2,1,112000,1,84802,1,865,74,2,1,250000,1,55000
6,758,57,2,5,0,1,18370,,,,,,,,
6,759,31,1,5,0,1,44000,1,1746,56,1,1,240000,1,138800
,,,,,,,,1,2800,34,1,1,220000,1,97000
6,2343,47,1,5,0,1,32619,,,,,,,,
6,5852,24,1,1,57000,1,54000,1,3285,48,1,1,180000,1,121000
,,,,,,,,1,3333,26,1,1,380000,1,330020
6,2931,21,2,5,0,1,12300,1,666,45,2,1,125000,1,47000
,,,,,,,,1,1319,43,2,5,0,1,191000
6,6345,49,1,1,150000,1,153454,,,,,,,,
6,3416,25,2,5,0,1,12800,1,1284,49,1,5,0,1,130218
6,5854,23,2,8,0,1,3350,1,744,47,1,1,400000,1,130150
6,392,73,1,1,35000,1,30561,,,,,,,,
6,2652,63,1,1,325000,1,165005,1,1410,87,1,1,365000,1,52708
6,2913,33,4,8,0,1,27014,1,2292,58,4,5,0,1,61989
6,704,32,2,5,0,1,59101,,,,,,,,
6,760,73,1,1,225000,1,37201,,,,,,,,
6,761,45,1,1,180000,1,55001,1,271,70,1,1,275000,1,45700
,,,,,,,,1,825,33,1,1,900000,1,350658
,,,,,,,,1,1044,28,2,5,0,1,10050
6,1155,37,1,1,650000,1,193526,,,,,,,,
,,,,,,,,1,514,40,1,1,665000,1,400100
,,,,,,,,1,632,64,4,1,900000,1,152620
6,5988,71,1,1,430000,1,111711,1,185,95,1,5,0,1,43910
6,1752,41,2,5,0,1,23561,1,987,66,1,1,350000,1,43854
6,9936,48,1,1,75000,1,63001,1,10,72,1,1,200000,1,114170
6,1156,28,4,1,100000,1,111782,,,,,,,,
6,1157,25,2,5,0,1,25000,1,1161,50,1,1,410000,1,167900
,,,,,,,,1,1038,43,1,1,260000,1,147010
,,,,,,,,1,519,55,1,1,400000,1,190100
6,6948,57,1,1,450000,1,210003,,,,,,,,
6,2670,49,3,1,45000,1,20227,,,,,,,,
,,,,,,,,1,915,37,5,5,0,1,27000
6,2406,72,3,5,0,2,4369,,,,,,,,
6,1158,53,4,5,0,2,3600,,,,,,,,
6,9653,22,2,5,0,2,2899,1,1142,46,2,5,0,2,10000
6,2038,42,5,5,0,2,19088,,,,,,,,
6,2034,46,1,1,175000,2,107433,1,8233,71,1,1,450000,2,78454
,,,,,,,,1,9003,43,1,1,320000,2,165100
,,,,,,,,1,8456,33,2,5,0,2,43400
6,762,77,1,1,85000,1,34225,,,,,,,,
,,,,,,,,1,633,38,1,1,260000,1,260500
6,763,41,1,1,140000,1,117403,1,211,66,1,1,300000,1,100100
,,,,,,,,1,690,34,1,1,320000,1,185025
6,224,90,3,5,0,1,8129,,,,,,,,
6,3459,51,1,1,50000,1,38524,1,1371,75,1,1,150000,1,28800
6,3458,30,5,1,40000,1,10749,,,,,,,,
6,5008,28,1,1,70000,1,42701,1,1966,52,1,1,100000,1,116500
6,5009,25,1,1,22000,1,42941,,,,,,,,
,,,,,,,,1,2496,33,1,1,90000,1,33800
,,,,,,,,1,1374,25,2,5,0,1,115050
6,4233,38,4,1,25000,1,43172,,,,,,,,
,,,,,,,,1,1879,53,1,1,65000,1,64100
,,,,,,,,1,2029,21,2,8,0,1,43500
6,1159,48,1,1,300000,1,170506,,,,,,,,
6,1160,54,4,1,155000,1,50400,1,7005,78,4,8,0,1,52125
,,,,,,,,1,9495,41,1,1,285000,7,114900
6,1856,69,1,5,0,1,53240,,,,,,,,
,,,,,,,,1,4677,89,3,5,0,1,41925
6,5733,29,2,5,0,1,57051,1,8180,53,2,1,700000,1,145430
6,3425,33,1,5,0,1,70097,,,,,,,,
,,,,,,,,1,5712,28,2,5,0,1,96600
,,,,,,,,1,9226,25,2,5,0,1,47500
6,4171,24,1,8,0,1,50042,1,5491,46,1,5,0,1,63100
,,,,,,,,1,8171,33,1,5,0,1,242000
6,3875,68,3,1,100000,1,12023,,,,,,,,
6,606,23,4,1,15000,1,25999,,,,,,,,
,,,,,,,,1,769,37,1,1,100000,1,86000
,,,,,,,,1,954,21,2,1,80000,1,76050
6,604,46,1,1,80000,1,95172,1,809,71,1,1,200000,1,57700
6,605,32,1,5,0,1,35802,,,,,,,,
,,,,,,,,1,805,46,1,1,175000,1,105780
,,,,,,,,1,538,39,1,1,350000,1,108200
,,,,,,,,1,47,74,3,1,4000,5,20340
6,3801,25,2,5,0,4,12900,,,,,,,,
6,2338,70,1,5,0,1,23252,,,,,,,,
6,3335,32,1,5,0,1,54001,,,,,,,,
6,6047,29,1,1,65000,1,34000,1,1090,53,1,1,120000,1,120200
,,,,,,,,1,457,42,4,1,150000,1,89000
6,83,46,1,1,100000,1,85499,1,465,71,1,1,250000,1,57302
,,,,,,,,1,886,38,1,1,175000,1,101300
6,80,19,1,1,30000,1,5891,,,,,,,,
6,508,81,3,8,0,1,11800,,,,,,,,
6,507,55,2,5,0,1,7201,,,,,,,,
6,315,42,1,1,85000,1,76001,1,1853,67,4,1,18000,1,28800
6,8425,42,5,5,0,1,23081,,,,,,,,
6,4510,39,1,1,56000,1,26000,1,2745,63,4,1,13500,1,27000
6,2836,37,1,8,0,1,16980,,,,,,,,
6,1776,24,1,5,0,1,129071,1,2426,48,1,1,375000,1,167100
,,,,,,,,1,2007,61,4,1,90000,1,23862
6,1161,68,3,1,55000,1,19360,,,,,,,,
6,3460,45,1,1,60000,1,72231,,,,,,,,
6,764,32,1,1,32000,1,28441,1,6126,57,3,1,50000,1,54895
6,8639,30,2,8,0,1,11999,,,,,,,,
,,,,,,,,1,8574,33,3,5,0,1,40248
6,2063,46,1,1,250000,1,67001,1,6062,70,1,1,360000,1,206218
,,,,,,,,1,5374,28,1,1,130000,1,130200
6,765,61,1,1,375000,1,184520,1,2905,86,1,1,1400000,1,70600
6,8640,35,2,1,165000,1,60202,1,3068,59,1,1,950000,1,213020
6,2064,32,1,1,225000,1,101002,1,3434,57,1,1,650000,1,360000
,,,,,,,,1,3315,26,2,5,0,1,110100
,,,,,,,,1,3266,24,2,5,0,1,20000
6,248,89,3,1,100000,1,9276,,,,,,,,
6,1857,77,3,1,250000,1,185984,,,,,,,,
6,2355,40,1,1,140000,1,59920,1,7656,64,1,1,350000,1,136610
6,3319,47,4,5,0,1,40526,1,7373,71,4,1,650000,1,72267
,,,,,,,,1,8509,48,4,1,100000,1,41262
,,,,,,,,1,7417,45,2,1,750000,1,158100
,,,,,,,,1,9151,40,4,1,400000,1,400000
,,,,,,,,1,6272,38,2,5,0,1,25
6,1861,46,4,1,170000,1,38721,,,,,,,,
6,1858,44,1,1,195000,1,73802,,,,,,,,
,,,,,,,,1,6159,28,2,8,0,1,16000
,,,,,,,,1,8500,40,4,1,700000,7,61932
,,,,,,,,1,8583,39,1,5,0,1,58020
6,1162,64,4,5,0,1,10358,,,,,,,,
6,4827,36,4,5,0,2,25000,,,,,,,,
6,1954,67,1,1,60000,7,26659,,,,,,,,
,,,,,,,,1,5113,64,3,1,10000,7,18288
6,8814,24,2,5,0,5,19000,,,,,,,,
,,,,,,,,1,5493,40,4,1,185000,7,95284
,,,,,,,,1,7003,39,2,1,9999998,1,0
,,,,,,,,1,8006,39,4,5,0,1,36000
,,,,,,,,1,7679,35,1,1,230000,1,15642
,,,,,,,,1,8652,34,1,1,260000,1,176200
,,,,,,,,1,6547,32,2,5,0,1,36000
,,,,,,,,1,8220,20,2,5,0,1,10000
6,3186,49,4,5,0,7,36720,,,,,,,,
6,1955,39,1,1,80000,7,48001,1,5728,63,1,1,140000,7,75000
6,2641,37,1,5,0,7,25099,,,,,,,,
6,5314,32,4,5,0,5,9975,,,,,,,,
6,3429,47,1,1,86000,7,49000,1,9064,72,1,5,0,7,54000
6,9976,22,1,5,0,9,8501,1,7327,48,1,1,180000,1,110300
6,3187,33,1,5,0,9,41840,,,,,,,,
,,,,,,,,1,5662,47,1,8,0,7,97276
,,,,,,,,1,9206,38,1,1,250000,1,90000
,,,,,,,,1,5534,60,1,1,240000,1,189100
,,,,,,,,1,8268,22,1,1,350000,1,130000
6,411,69,1,1,60000,1,40161,,,,,,,,
6,1833,46,1,1,250000,1,69401,,,,,,,,
,,,,,,,,1,6826,49,1,1,530000,1,219002
,,,,,,,,1,7415,46,1,1,200000,1,91592
,,,,,,,,1,8834,45,1,1,1200000,1,635200
,,,,,,,,1,5448,39,4,5,0,1,76000
,,,,,,,,1,9128,38,4,1,125900,1,7980
,,,,,,,,1,7715,35,1,1,200000,1,60006
,,,,,,,,1,7601,21,2,5,0,1,38300
6,6840,46,1,1,180000,1,107502,,,,,,,,
6,7100,37,1,5,0,1,44340,,,,,,,,
6,766,76,1,1,62000,1,24805,,,,,,,,
,,,,,,,,1,5388,69,3,1,220000,1,20236
6,768,42,4,1,200000,1,73594,1,5816,66,1,1,350000,1,117529
6,767,46,1,1,135000,1,132204,1,4591,70,1,1,400000,1,92218
6,10036,47,1,1,150000,1,80303,1,4603,70,1,1,300000,1,73400
,,,,,,,,1,6273,44,4,1,600000,1,70000
,,,,,,,,1,6904,40,1,1,450000,1,356378
6,3461,23,1,5,0,1,36500,,,,,,,,
6,4234,42,4,1,75000,1,33000,,,,,,,,
,,,,,,,,1,4835,29,1,1,175000,4,95100
6,517,69,3,1,90000,1,36468,,,,,,,,
6,1921,48,1,1,225000,1,179589,,,,,,,,
,,,,,,,,1,664,44,1,1,600000,1,193600
6,3219,53,4,1,60000,1,19830,1,653,77,4,5,0,1,21816
6,2932,28,2,5,0,1,19701,1,857,52,2,5,0,1,34000
6,175,48,2,1,90000,1,46601,,,,,,,,
,,,,,,,,1,4825,90,3,1,100000,1,21900
,,,,,,,,1,4577,69,3,1,375000,1,86750
6,2407,41,3,1,200000,1,26601,1,4583,65,1,1,450000,1,308080
6,10422,48,4,5,0,1,22000,1,6191,71,4,8,0,1,48736
,,,,,,,,1,4786,41,1,5,0,1,46000
,,,,,,,,1,9138,39,2,5,0,1,80050
,,,,,,,,1,4518,39,1,1,80000,1,48000
6,2065,48,1,1,320000,1,580919,,,,,,,,
6,769,61,1,1,70000,1,48823,,,,,,,,
,,,,,,,,1,8619,39,1,1,310000,1,141000
,,,,,,,,1,8262,36,1,1,270000,1,28800
,,,,,,,,1,5385,37,1,1,315000,1,68400
,,,,,,,,1,7320,42,4,1,240000,1,98200
6,4235,81,3,1,110000,1,18601,,,,,,,,
,,,,,,,,1,9447,37,2,1,125000,1,29000
,,,,,,,,1,9270,33,5,1,100000,1,104300
,,,,,,,,1,8858,28,2,1,37000,1,40000
6,4184,37,5,1,70000,1,40111,,,,,,,,
6,1891,33,5,5,0,1,29000,,,,,,,,
,,,,,,,,1,8375,29,2,5,0,1,98100
6,2066,43,1,1,130000,1,47293,1,811,67,1,1,5000,1,53535
,,,,,,,,1,926,46,1,5,0,1,51880
,,,,,,,,1,733,44,4,5,0,1,27000
,,,,,,,,1,1096,23,2,5,0,1,45500
,,,,,,,,1,923,20,1,5,0,1,18261
,,,,,,,,1,1113,44,4,5,0,1,21188
6,1163,92,3,1,10000,2,9072,,,,,,,,
6,65,65,1,1,85000,1,32880,,,,,,,,
,,,,,,,,1,21,87,3,1,120000,1,30500
6,74,40,1,1,92500,1,73101,1,515,64,4,1,122000,1,41500
6,70,42,1,1,120000,1,66176,,,,,,,,
6,1164,72,2,1,10000,1,6324,,,,,,,,
6,225,71,3,8,0,1,9601,,,,,,,,
,,,,,,,,1,8303,47,1,5,0,1,118200
,,,,,,,,1,5660,40,1,5,0,1,76000
,,,,,,,,1,8631,37,1,1,380000,1,188000
6,220,48,1,1,150000,1,74163,1,6643,72,1,1,185000,1,71300
6,229,51,1,1,35000,1,83526,1,4641,76,1,1,90000,1,108568
,,,,,,,,1,5897,43,1,1,355000,1,165006
,,,,,,,,1,7060,48,1,1,425000,1,174000
6,2408,71,1,1,72000,1,110164,,,,,,,,
6,6048,32,2,5,0,9,23000,,,,,,,,
,,,,,,,,1,759,50,1,1,65000,2,60080
6,227,63,1,1,100000,1,147922,,,,,,,,
6,239,26,2,5,0,1,76001,,,,,,,,
6,222,44,1,5,0,1,41009,,,,,,,,
6,226,50,1,1,130000,1,81629,,,,,,,,
6,236,29,1,5,0,1,29843,1,9289,54,1,1,100000,1,82200
,,,,,,,,1,8564,55,1,1,252000,1,240000
,,,,,,,,1,5087,81,1,1,169000,1,51338
6,2067,66,1,1,68000,1,0,,,,,,,,
6,9850,41,1,5,0,1,30048,1,9410,66,1,1,275000,1,92452
6,2671,39,2,8,0,9,17361,,,,,,,,
,,,,,,,,1,1750,65,4,5,0,1,185000
,,,,,,,,1,1402,36,4,1,120000,1,54400
6,1919,42,1,1,90000,1,53000,,,,,,,,
6,2373,35,1,1,20000,1,24488,1,2360,59,1,1,120000,1,80800
,,,,,,,,1,2575,35,1,5,0,1,63000
,,,,,,,,1,2421,32,2,1,12000,1,22600
,,,,,,,,1,1895,39,1,1,220000,1,109819
,,,,,,,,1,2880,39,1,1,190000,1,127200
,,,,,,,,1,2592,38,1,1,165000,1,114000
6,1165,58,1,5,0,2,76271,1,285,82,3,5,0,2,42150
6,770,31,2,5,0,2,31955,,,,,,,,
6,4615,30,2,5,0,2,36360,,,,,,,,
6,516,71,1,1,120000,1,59682,,,,,,,,
6,2631,41,1,1,150000,1,107802,1,8157,66,1,1,250000,1,84500
6,1925,36,2,1,135000,1,47191,1,4923,60,4,1,190000,1,116000
6,1927,36,1,1,100000,1,56704,1,4698,60,1,1,350000,1,410300
,,,,,,,,1,6007,55,4,1,320000,1,83300
,,,,,,,,1,9519,24,2,1,335000,1,110046
,,,,,,,,1,6780,21,2,5,0,1,62520
6,7812,64,1,1,139000,1,10620,,,,,,,,
6,8000,39,1,1,150000,1,11576,1,3965,63,1,1,1000000,1,91300
6,2933,41,2,5,0,1,38301,1,4060,66,2,1,250000,1,92400
,,,,,,,,1,3934,39,1,1,520000,1,250000
6,9851,45,1,1,130000,1,70601,,,,,,,,
,,,,,,,,1,4435,39,1,5,0,1,413010
6,3818,52,1,1,135000,1,80002,1,5128,76,1,1,315000,7,62930
6,2847,25,1,1,120000,1,68401,,,,,,,,
,,,,,,,,1,5902,47,1,1,425000,1,156500
,,,,,,,,1,6195,21,5,5,0,1,43000
6,2846,40,1,1,35000,1,46699,1,7504,65,1,1,160000,1,70224
,,,,,,,,1,5341,44,1,1,1600000,1,608100
,,,,,,,,1,5940,23,2,5,0,1,27240
6,1763,70,3,1,350000,1,47242,,,,,,,,
6,1762,31,2,5,0,1,50151,,,,,,,,
,,,,,,,,1,8610,40,1,1,283212,1,87003
,,,,,,,,1,7555,37,2,5,0,1,39153
6,9371,44,1,1,200000,1,35049,1,9525,68,1,8,0,1,122238
,,,,,,,,1,8907,33,2,5,0,1,28219
6,3144,48,1,1,130000,1,89102,,,,,,,,
,,,,,,,,1,8655,30,1,5,0,1,56019
,,,,,,,,1,5535,61,1,1,500000,1,94600
6,1166,47,1,1,375000,1,89802,1,8237,72,1,1,750000,1,167136
,,,,,,,,1,9378,44,1,1,2000000,1,1506000
,,,,,,,,1,8266,37,1,1,1200000,1,471300
6,4777,68,1,1,250000,1,31651,,,,,,,,
6,5953,35,1,5,0,1,76000,,,,,,,,
6,9852,49,1,1,220000,1,78391,,,,,,,,
6,2386,51,1,1,65000,1,95950,1,2904,75,1,1,100000,1,39248
6,2385,23,1,5,0,1,41400,1,2988,47,1,1,540000,1,282532
,,,,,,,,1,3180,42,1,1,235000,1,245010
,,,,,,,,1,3192,26,2,1,235000,1,79250
,,,,,,,,1,3431,23,2,5,0,1,127140
6,5010,35,1,1,31000,1,51501,,,,,,,,
6,5594,33,1,5,0,1,41950,,,,,,,,
6,4236,30,4,5,0,1,4824,,,,,,,,
,,,,,,,,1,7490,37,1,1,165000,1,143714
,,,,,,,,1,6184,33,1,5,0,1,48100
,,,,,,,,1,5412,32,1,1,415000,1,105100
6,2409,94,3,1,7000,1,7201,,,,,,,,
6,5440,65,1,1,100000,1,139005,,,,,,,,
6,6622,36,1,5,0,1,34449,,,,,,,,
6,3462,54,1,1,120000,1,90502,1,812,78,1,1,190000,1,68600
6,4652,27,4,1,22000,1,21399,,,,,,,,
6,2410,30,1,5,0,1,17286,1,836,54,1,1,115000,1,73120
,,,,,,,,1,853,23,1,1,80000,1,53700
,,,,,,,,1,45,26,1,1,65000,1,71000
6,3201,60,1,1,150000,1,16599,1,4857,84,1,8,0,1,84000
6,4999,35,1,1,76000,1,33499,,,,,,,,
,,,,,,,,1,4867,58,4,1,140000,1,50801
6,4596,32,2,1,35000,1,23000,,,,,,,,
,,,,,,,,1,4936,39,1,1,280000,1,40770
,,,,,,,,1,5847,38,2,5,0,1,29000
,,,,,,,,1,6592,36,2,5,0,1,9552
,,,,,,,,1,4991,36,4,5,0,1,52050
,,,,,,,,1,5056,35,2,1,150000,1,49000
,,,,,,,,1,9119,26,2,5,0,1,23158
6,3202,42,1,1,65000,1,52000,1,4836,66,1,1,150000,1,52456
6,4592,42,1,1,100000,1,0,1,5043,66,1,1,250000,1,132700
6,4590,36,1,5,0,1,29200,,,,,,,,
,,,,,,,,1,4736,32,1,5,0,1,70000
6,10152,51,1,1,95000,1,114024,1,4667,74,3,1,250000,1,106560
6,10253,21,2,5,0,1,42834,,,,,,,,
,,,,,,,,1,4764,50,1,1,299000,1,100000
,,,,,,,,1,9232,35,4,5,0,1,18045
6,9182,91,3,8,0,1,7680,,,,,,,,
6,3463,37,4,1,80000,1,33440,1,3635,61,1,1,80000,1,115150
,,,,,,,,1,3794,41,4,5,0,1,104000
,,,,,,,,1,3663,25,1,1,130000,1,61380
,,,,,,,,1,3818,21,2,5,0,1,25000
6,3336,29,4,5,0,9,26080,,,,,,,,
6,1875,68,1,1,96000,1,33089,,,,,,,,
6,2623,41,4,5,0,1,49001,,,,,,,,
6,1876,39,1,1,200000,1,62904,1,2936,63,1,1,340000,1,79900
,,,,,,,,1,3394,38,2,1,110000,1,20803
,,,,,,,,1,3259,34,1,1,220000,1,198150
,,,,,,,,1,2979,30,5,5,0,1,78100
,,,,,,,,1,3216,61,1,1,140000,1,74000
,,,,,,,,1,2929,31,1,1,325000,1,143100
,,,,,,,,1,7045,70,3,5,0,1,25000
6,10332,22,1,1,30000,1,48000,,,,,,,,
,,,,,,,,1,8650,23,2,1,60000,1,98700
,,,,,,,,1,5786,21,2,5,0,1,9960
6,6366,47,1,1,145000,1,114003,,,,,,,,
6,6049,33,1,1,25000,1,12000,1,8545,57,1,1,180000,1,110004
,,,,,,,,1,9252,46,4,1,100000,1,51000
,,,,,,,,1,4718,27,2,1,80000,9,61010
6,6212,84,2,5,0,1,18781,,,,,,,,
6,7288,79,3,1,90000,1,18702,,,,,,,,
6,2273,60,1,1,150000,1,44241,1,706,84,1,1,450000,1,52450
6,1613,37,1,1,90000,1,35844,1,599,61,4,8,0,1,26454
6,3273,35,1,1,58000,1,37901,1,262,59,1,1,160000,1,8000
6,9672,20,2,5,0,1,3200,,,,,,,,
,,,,,,,,1,919,33,1,1,190000,1,85006
6,711,79,3,1,50000,1,12949,,,,,,,,
6,472,83,3,1,35000,1,8786,,,,,,,,
6,771,56,1,1,170000,4,58267,1,4557,81,1,1,240000,4,64653
6,1167,29,1,5,0,4,90503,,,,,,,,
6,1168,26,2,1,130000,4,82099,,,,,,,,
,,,,,,,,1,8368,48,1,1,250000,4,180000
,,,,,,,,1,9544,27,2,5,0,1,25800
,,,,,,,,1,7332,50,1,1,350000,1,150725
6,772,58,1,1,65000,1,34501,,,,,,,,
6,1169,74,3,1,180000,1,23001,,,,,,,,
6,2069,46,2,1,130000,1,35000,1,6745,70,2,5,0,1,42400
6,2068,45,2,5,0,1,15000,1,5533,69,2,5,0,7,15960
6,1170,44,1,1,135000,9,65001,1,5311,68,1,1,800000,1,134900
6,240,62,1,1,270000,1,70979,,,,,,,,
,,,,,,,,1,5520,87,3,1,1200000,1,127504
6,1715,32,2,5,0,1,15530,,,,,,,,
6,231,32,1,1,225000,1,49700,,,,,,,,
6,3220,62,4,1,275000,4,314012,,,,,,,,
6,7183,34,2,5,0,4,101603,,,,,,,,
6,5011,30,2,5,0,4,114004,,,,,,,,
6,6414,51,2,1,300000,4,31992,,,,,,,,
,,,,,,,,1,9457,54,1,1,3500000,1,1701238
6,4524,67,1,1,300000,4,51352,,,,,,,,
6,5857,31,1,1,290000,4,183755,1,1924,55,1,1,2280000,4,197000
,,,,,,,,1,2493,24,2,5,0,1,100000
6,3424,30,1,1,290000,1,282031,1,2512,55,1,1,1150000,1,300200
,,,,,,,,1,1584,85,3,1,1200000,1,76350
6,8914,62,2,1,13000,2,55454,,,,,,,,
,,,,,,,,1,5431,40,5,1,175000,2,46000
6,9647,85,2,5,0,1,10188,,,,,,,,
6,702,67,1,1,425000,1,235658,,,,,,,,
6,6936,35,2,5,0,1,96404,,,,,,,,
6,2035,39,4,1,265000,1,100002,,,,,,,,
,,,,,,,,1,7339,39,1,1,740000,1,205200
6,2030,41,1,5,0,1,82002,1,7383,65,1,1,650000,1,167000
,,,,,,,,1,9608,51,1,1,900000,1,434230
6,2912,62,3,5,0,2,16342,,,,,,,,
6,696,64,2,1,100000,1,30411,,,,,,,,
6,2672,71,3,1,55500,1,17742,,,,,,,,
6,3464,58,1,1,18000,2,50644,,,,,,,,
,,,,,,,,1,960,81,3,1,25000,2,44700
6,3913,38,2,1,30000,2,30721,,,,,,,,
6,3914,36,1,5,0,1,43307,,,,,,,,
6,3221,42,4,5,0,2,9679,,,,,,,,
6,34,81,3,5,0,1,20389,,,,,,,,
6,2877,40,1,1,60000,1,86706,,,,,,,,
,,,,,,,,1,7211,39,1,1,275000,1,698512
